"id";"nombre";"abreviatura";"urlgob";"url";"facebook";"twitter";"instagram";"linkedin";"youtube";"tiktok"
1;"Presidencia de la República del Perú";"Presidencia";"/presidencia";"www.gob.pe/presidencia";"www.facebook.com/PresidenciaPeru";"www.twitter.com/presidenciaperu";"www.instagram.com/presidenciaperu";"www.linkedin.com/company/74524807/admin/";"www.youtube.com/presidenciaperu";"www.tiktok.com/@presidenciaperu"
2;"Congreso de la República";"Congreso";"/congreso-de-la-republica";"www.gob.pe/congreso-de-la-republica";"www.facebook.com/CongresoPeru";"www.twitter.com/congresoperu";"www.instagram.com/congresodelperu/";"";"www.youtube.com/user/congresoperu";""
3;"Poder Judicial";"PJ";"/pj";"www.gob.pe/pj";"www.facebook.com/CorteSuprema";"www.twitter.com/Poder_Judicial_";"www.instagram.com/pjudicialperu/";"";"www.youtube.com/channel/UCvCLoltBg5y32b0oBG8j0EQ";""
4;"Presidencia del Consejo de Ministros";"PCM";"/pcm";"www.gob.pe/pcm";"www.facebook.com/PCMPERU";"www.twitter.com/pcmperu";"www.instagram.com/pcmperu";"";"www.youtube.com/audiovisualespcm";""
5;"Ministerio de Justicia y Derechos Humanos";"MINJUSDH";"/minjus";"www.gob.pe/minjus";"www.facebook.com/MinjusPeru";"www.twitter.com/MinJusDH_Peru";"www.instagram.com/minjus_peru";"";"www.youtube.com/minjustv";"www.tiktok.com/@minjusdhperu"
6;"Ministerio del Interior";"MININTER";"/mininter";"www.gob.pe/mininter";"www.facebook.com/MININTERPERU";"www.twitter.com/MininterPeru";"www.instagram.com/mininterperu";"";"www.youtube.com/MininterPeru";"www.tiktok.com/@mininterperu"
7;"Ministerio de Educación";"MINEDU";"/minedu";"www.gob.pe/minedu";"www.facebook.com/mineduperu";"www.twitter.com/MineduPeru";"www.instagram.com/mineduperu";"www.linkedin.com/company/ministerio-de-educacion-peru";"www.youtube.com/@MineduPeruOficial";"www.tiktok.com/@minedupe"
8;"Ministerio de Economía y Finanzas";"MEF";"/mef";"www.gob.pe/mef";"www.facebook.com/PeruMEF/";"www.twitter.com/MEF_Peru";"www.instagram.com/mefperu/";"www.linkedin.com/company/ministerio-de-economia-y-finanzas-del-peru/";"www.youtube.com/user/prensamef";"www.tiktok.com/@mefperu"
9;"Ministerio de Desarrollo Agrario y Riego";"MIDAGRI";"/midagri";"www.gob.pe/midagri";"www.facebook.com/midagriperu";"www.twitter.com/midagriperu";"www.instagram.com/midagriperu";"www.linkedin.com/company/midagri/";"www.youtube.com/user/MINAGTV/videos";"www.tiktok.com/@midagriperu"
10;"Ministerio de Energía y Minas";"MINEM";"/minem";"www.gob.pe/minem";"www.facebook.com/MinemPeru";"www.twitter.com/MinemPeru";"www.instagram.com/minemperu/";"www.linkedin.com/company/ministerio-de-energ-a-y-minas/";"www.youtube.com/user/videosminem/featured";""
11;"Ministerio de Comercio Exterior y Turismo";"MINCETUR";"/mincetur";"www.gob.pe/mincetur";"www.facebook.com/minceturperu";"www.twitter.com/@MINCETUR";"www.instagram.com/mincetur";"www.linkedin.com/company/minceturperu/";"www.youtube.com/user/RSMINCETUR";"www.tiktok.com/@mincetur"
12;"Ministerio de la Producción";"PRODUCE";"/produce";"www.gob.pe/produce";"www.facebook.com/minproduccion";"www.twitter.com/MINPRODUCCION";"www.instagram.com/minproduccion";"www.linkedin.com/company/minproduccion/";"www.youtube.com/PRODUCEGOB";""
13;"Ministerio de Relaciones Exteriores";"RREE";"/rree";"www.gob.pe/rree";"www.facebook.com/CancilleriaPeru";"www.twitter.com/CancilleriaPeru";"www.instagram.com/cancilleria.peru";"";"www.youtube.com/user/MREPeru?feature=mhee";"www.tiktok.com/@cancilleriaperu/"
14;"Ministerio de Trabajo y Promoción del Empleo";"MTPE";"/mtpe";"www.gob.pe/mtpe";"www.facebook.com/MTPEPERU/";"www.twitter.com/MTPE_Peru";"www.instagram.com/mtpe_peru";"";"www.youtube.com/trabajoparatodos1";""
15;"Ministerio de la Mujer y Poblaciones Vulnerables";"MIMP";"/mimp";"www.gob.pe/mimp";"www.facebook.com/MimpPeru";"www.twitter.com/MimpPeru";"www.instagram.com/Mimpperu";"";"www.youtube.com/MimpTV";""
16;"Ministerio de Salud";"MINSA";"/minsa";"www.gob.pe/minsa";"www.facebook.com/minsaperu";"www.twitter.com/Minsa_Peru";"www.instagram.com/minsa_peru";"www.linkedin.com/company/minsaperu";"www.youtube.com/minsaperu1";"www.tiktok.com/@minsaperu"
17;"Ministerio de Transportes y Comunicaciones";"MTC";"/mtc";"www.gob.pe/mtc";"www.facebook.com/MTC.Peru";"www.twitter.com/MTC_GobPeru";"www.instagram.com/mtc.oficial";"www.linkedin.com/company/mtc-peru/";"www.youtube.com/user/MTCPERUOFICIAL";"www.tiktok.com/@mtc_gobperu"
18;"Ministerio de Cultura";"Cultura";"/cultura";"www.gob.pe/cultura";"www.facebook.com/mincu.pe";"www.twitter.com/MinCulturaPe";"www.instagram.com/minculturape";"";"www.youtube.com/mculturaperu";""
19;"Ministerio del Ambiente";"MINAM";"/minam";"www.gob.pe/minam";"www.facebook.com/MinamPeru";"www.twitter.com/MinamPeru";"www.instagram.com/minamperu";"www.linkedin.com/company/1134092";"www.youtube.com/user/minamperu";"www.tiktok.com/@minamperu"
20;"Ministerio de Defensa";"MINDEF";"/mindef";"www.gob.pe/mindef";"www.facebook.com/ministeriodedefensa";"www.twitter.com/mindefperu";"www.instagram.com/mindefperu";"";"www.youtube.com/mindef1000";""
21;"Ministerio de Desarrollo e Inclusión Social";"MIDIS";"/midis";"www.gob.pe/midis";"www.facebook.com/midisperu";"www.twitter.com/midisperu";"www.instagram.com/midisperu";"";"www.youtube.com/MIDISPeru";""
22;"Ministerio de Vivienda, Construcción y Saneamiento";"VIVIENDA";"/vivienda";"www.gob.pe/vivienda";"www.facebook.com/ViviendaPeru";"www.twitter.com/viviendaperu";"www.instagram.com/ministeriovivienda/";"";"www.youtube.com/user/MVCSPrensa";""
23;"Gobierno Regional Junín";"Gore Junín";"/regionjunin";"www.gob.pe/regionjunin";"www.facebook.com/GReJunin";"www.twitter.com/gobregionjunin";"www.instagram.com/gobregion.junin/";"";"www.youtube.com/@gob.regionjunin";""
24;"Gobierno Regional Ayacucho";"Gore Ayacucho";"/regionayacucho";"www.gob.pe/regionayacucho";"www.facebook.com/gobiernoregionalayacucho";"";"";"";"";""
25;"Gobierno Regional Cajamarca ";"Gore Cajamarca";"/regioncajamarca";"www.gob.pe/regioncajamarca";"www.facebook.com/GobiernoRegionalCajamarca";"www.twitter.com/gob_reg";"www.instagram.com/gorecaj";"";"www.youtube.com/channel/UCdOt3Bjn_EfG0JZT4jFSRYA";""
26;"Gobierno Regional Callao";"Gore Callao";"/regioncallao";"www.gob.pe/regioncallao";"www.facebook.com//RegionCallao.pe/";"www.twitter.com/regioncallaope";"www.instagram.com/regioncallao.pe";"";"www.youtube.com/channel/UCW96E90sFTpqf-F7g9fN7iw/videos";""
27;"Gobierno Regional Cusco";"Gore Cusco";"/regioncusco";"www.gob.pe/regioncusco";"www.facebook.com/regioncusco.gob.pe";"www.twitter.com/gorecuscope";"www.instagram.com/gorecuscooficial";"";"";"www.tiktok.com/@gorecusco"
28;"Gobierno Regional Huancavelica";"Gore Huancavelica";"/regionhuancavelica";"www.gob.pe/regionhuancavelica";"www.facebook.com/GobiernoRegionalHuancavelica";"";"";"";"";"www.tiktok.com/@gorehuancavelica"
29;"Gobierno Regional Huánuco";"Gore Huánuco";"/regionhuanuco";"www.gob.pe/regionhuanuco";"www.facebook.com/gobiernoregionalhuanuco/";"";"";"";"www.youtube.com/channel/UCFCS1cmD-9iM6nqetz-qXoA";""
30;"Gobierno Regional Ica";"Gore Ica";"/regionica";"www.gob.pe/regionica";"www.facebook.com/GoreicaOficial";"www.twitter.com/Gore_Ica";"";"";"";""
31;"Gobierno Regional La Libertad";"Gore La Libertad";"/regionlalibertad";"www.gob.pe/regionlalibertad";"www.facebook.com/GRLaLibertad";"www.twitter.com/GRLaLibertad";"www.instagram.com/grlalibertad/";"";"www.youtube.com/channel/UC0IcCo7kPbktO-rply0HtJQ";""
32;"Gobierno Regional Lambayeque";"Gore Lambayeque";"/regionlambayeque";"www.gob.pe/regionlambayeque";"www.facebook.com/GoreLambayequeOficial";"www.twitter.com/gr_lambayeque";"www.instagram.com/gobiernoregionaloficial/";"";"www.youtube.com/channel/UCuak_8GwKi02RCJ7WKPgxqg/";""
33;"Gobierno Regional Lima";"Gore Lima";"/regionlima";"www.gob.pe/regionlima";"www.facebook.com/Gobierno-Regional-de-Lima";"www.twitter.com/gorelima";"www.instagram.com/gorelimaoficial";"";"www.youtube.com/channel/UCMtkDdB6HldKaAh3Mq51_Xw";"www.tiktok.com/@gorelimaoficial"
34;"Gobierno Regional Loreto";"Gore Loreto";"/regionloreto";"www.gob.pe/regionloreto";"www.facebook.com/goreloretoperu/";"";"";"";"";""
35;"Gobierno Regional Madre de Dios";"Gore Madre de Dios";"/regionmadrededios";"www.gob.pe/regionmadrededios";"www.facebook.com/GobiernoRegionalMDD";"www.twitter.com/GoreMadreDeDios";"";"";"www.youtube.com/channel/UCER8wfs7ILx6c_iECyfFH-g";""
36;"Gobierno Regional Moquegua";"Gore Moquegua";"/regionmoquegua";"www.gob.pe/regionmoquegua";"www.facebook.com/gob.regionalmoq";"www.twitter.com/goremoquegua";"";"";"www.youtube.com/channel/UCspN1f8PXGzWsQME7IAS2XQ";""
37;"Gobierno Regional Pasco";"Gore Pasco";"/regionpasco";"www.gob.pe/regionpasco";"www.facebook.com/pascoregion";"www.twitter.com/gobiernopasco";"";"";"www.youtube.com/channel/UCR4y4f_KVMk_Zv3KSmtfWQA/featured";""
38;"Gobierno Regional Amazonas";"Gore Amazonas";"/regionamazonas";"www.gob.pe/regionamazonas";"www.facebook.com/GobiernoRegionalDeAmazonas";"www.twitter.com/GoreAmazonas";"www.instagram.com/gore.amazonas";"";"www.youtube.com/channel/UCnLB_vs6EKkCqvycagoO6Kg";""
39;"Gobierno Regional Ancash";"Gore Ancash";"/regionancash";"www.gob.pe/regionancash";"www.facebook.com/GobiernoRegionalAncash/";"www.twitter.com/AncashGore";"www.instagram.com/gore.ancash/";"";"";"www.tiktok.com/@gobiernoregionaldeancash"
40;"Gobierno Regional Apurímac";"Gore Apurímac";"/regionapurimac";"www.gob.pe/regionapurimac";"www.facebook.com/regionapurimac.oficial";"www.twitter.com/GoreApurimac";"www.instagram.com/gobiernoapurimac";"";"www.youtube.com/c/GobiernoRegionaldeApurímac/videos";""
41;"Gobierno Regional Arequipa";"Gore Arequipa";"/regionarequipa";"www.gob.pe/regionarequipa";"www.facebook.com/GOREArequipa/";"www.twitter.com/GOREArequipa";"www.instagram.com/regionarequipa";"";"www.youtube.com/channel/UCGH2C9d-szt7ObY_-dV3asQ";""
42;"Gobierno Regional Piura";"Gore Piura";"/regionpiura";"www.gob.pe/regionpiura";"www.facebook.com/GobiernoRegionalPiura";"www.twitter.com/GobiernoPiura";"www.instagram.com/gobiernoregionalpiuraoficial/";"";"www.youtube.com/@GorePiura2023";"www.tiktok.com/@gobiernoregionalpiura"
43;"Gobierno Regional Puno";"Gore Puno";"/regionpuno";"www.gob.pe/regionpuno";"www.facebook.com/GobiernoRegionalPuno";"";"";"";"www.youtube.com/user/GobiernoRegionalPuno";""
44;"Gobierno Regional San Martín";"Gore San Martín";"/regionsanmartin";"www.gob.pe/regionsanmartin";"www.facebook.com/regionsanmartin/";"www.twitter.com/GobSanMartin";"www.instagram.com/gobsanmartin";"";"";""
45;"Gobierno Regional Tacna";"Gore Tacna";"/regiontacna";"www.gob.pe/regiontacna";"www.facebook.com/regiontacna.gob.pe/";"www.twitter.com/regiontacna";"www.instagram.com/regiontacna/";"";"www.youtube.com/channel/UC6_OOSpyA-xKbiqGvmFfk8Q";""
46;"Gobierno Regional Tumbes";"Gore Tumbes";"/regiontumbes";"www.gob.pe/regiontumbes";"www.facebook.com/profile.php?id=100092303990426";"";"";"";"";"www.tiktok.com/@goretumbes"
47;"Gobierno Regional Ucayali";"Gore Ucayali";"/regionucayali";"www.gob.pe/regionucayali";"www.facebook.com/region.deucayali/";"www.twitter.com/GoreUcayali";"";"";"";""
48;"Gobierno Regional Metropolitano de Lima";"GRML";"/pgrlm";"www.gob.pe/pgrlm";"www.facebook.com/GRML.MML";"www.twitter.com/@MML_GRML";"www.instagram.com/grml_mml/";"";"www.youtube.com/channel/UCWFpdh86--7kZVVUDaYSHQw";""
49;"Organismo Supervisor de la Inversión en Energía y Minería";"OSINERGMIN";"/osinergmin";"www.gob.pe/osinergmin";"www.facebook.com/OSINERGMIN";"www.twitter.com/osinergmin";"www.instagram.com/osinergminoficial";"www.linkedin.com/company/445002/";"www.youtube.com/osinergmin";"www.tiktok.com/@osinergmin"
50;"Organismo Supervisor de Inversión Privada en Telecomunicaciones";"OSIPTEL";"/osiptel";"www.gob.pe/osiptel";"www.facebook.com/OsiptelOficial";"www.twitter.com/OSIPTEL";"www.instagram.com/osipteloficial";"www.linkedin.com/company/osiptel";"www.youtube.com/user/OsiptelOficial";"vm.tiktok.com/ZMeyB57v6/"
51;"Organismo Supervisor de las Contrataciones del Estado";"OSCE";"/osce";"www.gob.pe/osce";"www.facebook.com/osce.pe";"www.twitter.com/OSCEPeru";"www.instagram.com/osceperu";"www.linkedin.com/company/organismo-supervisor-de-las-contrataciones-del-estado/";"www.youtube.com/user/PrensaOsce";"www.tiktok.com/@osceperu"
52;"Organismo de Formalización de la Propiedad Informal";"COFOPRI";"/cofopri";"www.gob.pe/cofopri";"www.facebook.com/Cofopri.Oficial";"www.twitter.com/CofopriPeru";"www.instagram.com/cofopri.oficial";"";"www.youtube.com/user/COFOPRITV";""
53;"Organismo Supervisor de la Inversión en Infraestructura de Transporte de Uso Público";"OSITRAN";"/ositran";"www.gob.pe/ositran";"www.facebook.com/ositranperu";"www.twitter.com/ositranperu";"www.instagram.com/ositran.pe";"www.linkedin.com/company/ositran";"www.youtube.com/ositranperu";""
54;"Organismo de Supervisión de los Recursos Forestales y de Fauna Silvestre";"OSINFOR";"/osinfor";"www.gob.pe/osinfor";"www.facebook.com/Osinfor";"www.twitter.com/OsinforPeru";"www.instagram.com/osinfor_peru";"www.linkedin.com/company/osinfor";"www.youtube.com/osinforperu";""
55;"Organismo de Evaluación y Fiscalización Ambiental";"OEFA";"/oefa";"www.gob.pe/oefa";"www.facebook.com/oefa.peru";"www.twitter.com/oefaperu";"www.instagram.com/somosoefa/";"";"www.youtube.com/OEFAperu";""
56;"Organismo Técnico de la Administración de los Servicios de Saneamiento";"OTASS";"/otass";"www.gob.pe/otass";"www.facebook.com/OtassPeru";"www.twitter.com/otassperu";"www.instagram.com/otassperu/";"www.linkedin.com/company/otassperu/";"www.youtube.com/c/OTASSPeru";""
57;"Organismo Nacional de Sanidad Pesquera";"SANIPES";"/sanipes";"www.gob.pe/sanipes";"www.facebook.com/SanipesPeru";"www.twitter.com/SanipesPeru";"";"";"www.youtube.com/sanipesperu";""
58;"Autoridad Portuaria Nacional";"APN";"/apn";"www.gob.pe/apn";"www.facebook.com/APNperuoficial/";"www.twitter.com/apn_puertosperu";"www.instagram.com/apn_puertosperu/";"www.linkedin.com/company/autoridad-portuaria-nacional/";"www.youtube.com/@AutoridadPortuariaNacional";"www.tiktok.com/@apn_puertosperu"
59;"Autoridad Nacional del Servicio Civil";"SERVIR";"/servir";"www.gob.pe/servir";"www.facebook.com/SERVIRPERU";"www.twitter.com/SERVIR_PERU";"www.instagram.com/servir_peru";"www.linkedin.com/company/servir-peru";"www.youtube.com/ServirTV";"www.tiktok.com/@servir_peru"
60;"Autoridad Nacional del Agua";"ANA";"/ana";"www.gob.pe/ana";"www.facebook.com/autoridadnacionaldelagua";"www.twitter.com/ANAPeru";"www.instagram.com/midagri_ana";"";"www.youtube.com/user/ANAtvagua";""
61;"Autoridad de Transporte Urbano para Lima y Callao";"ATU";"/atu";"www.gob.pe/atu";"www.facebook.com/ATU.GobPeru/";"www.twitter.com/ATU_GobPeru";"www.instagram.com/atu.gobperu/";"";"www.youtube.com/channel/UCltX3njQfD3R3lUrPBOQkww?view_as=subscriber";""
62;"Autoridad Nacional de Protección de Datos Personales";"ANPD";"/anpd";"www.gob.pe/anpd";"www.facebook.com/MinjusPeru";"www.twitter.com/MinJusDH_Peru";"www.instagram.com/minjus_peru/";"";"www.youtube.com/@minjustv";""
63;"Autoridad para la Reconstrucción con Cambios";"ARCC";"/rcc";"www.gob.pe/rcc";"www.facebook.com/ReconstruccionConCambios";"www.twitter.com/AutoridadRCC";"www.instagram.com/autoridadrcc/";"";"www.youtube.com/channel/UC-YTuhTFbWjLKknS7SGfRtw";""
64;"Autoridad Nacional de Transparencia y Acceso a la Información Pública";"ANTAIP";"/antaip";"www.gob.pe/antaip";"www.facebook.com/MinjusPeru";"www.twitter.com/MinJusDH_Peru";"www.instagram.com/minjus_peru/";"";"www.youtube.com/minjustv";""
65;"Autoridad Portuaria Regional Lambayeque";"APR - Lambayeque";"/apr-lambayeque";"www.gob.pe/apr-lambayeque";"www.facebook.com/profile.php?id=61550936729866&mibextid=ZbWKwL";"www.twitter.com/AutoridadPorLam";"www.instagram.com/aprl.2024/";"";"www.youtube.com/channel/UCPLD5puZR0NvBGsibr7woWQ";"www.tiktok.com/@autoridad.portuar"
66;"Autoridad Nacional de Infraestructura";"ANIN";"/anin";"www.gob.pe/anin";"www.facebook.com//aninperu";"www.twitter.com/aninperu";"www.instagram.com/aninperu";"www.linkedin.com/company/autoridad-nacional-de-infraestructura/";"";"www.tiktok.com/@anin_peru"
67;"Contraloría General de la República";"CGR";"/contraloria";"www.gob.pe/contraloria";"www.facebook.com/contraloriadelperu/";"www.twitter.com/ContraloriaPeru";"www.instagram.com/contraloriadelperu/ ";"www.linkedin.com/company/contraloriaperu/";"www.youtube.com/user/Contraloriadelperu";"www.tiktok.com/@contraloriaperu"
68;"Registro Nacional de Identificación y Estado Civil";"RENIEC";"/reniec";"www.gob.pe/reniec";"www.facebook.com/RENIECPERU";"www.twitter.com/ReniecPeru";"www.instagram.com/reniec_oficial";"www.linkedin.com/company/registro-nacional-de-identificaci-n-y-estado-civil-reniec-/mycompany/";"";""
69;"Defensoría del Pueblo";"DP";"/defensoria";"www.gob.pe/defensoria";"www.facebook.com/defensoriaperu";"www.twitter.com/defensoria_peru";"www.instagram.com/defensoriaperu";"";"www.youtube.com/depevideos";"www.tiktok.com/@defensoriaperu"
70;"Tribunal Constitucional";"TC";"/tc";"www.gob.pe/tc";"www.facebook.com/tribunalconstitucionalperu";"www.twitter.com/TC_Peru";"www.instagram.com/tconstitucional_peru";"";"www.youtube.com/channel/UCsJUUlnSgzaIFeA_ZAyz4lA/featured";"www.tiktok.com/@tribunal_constitucional"
71;"Oficina de Normalización Previsional";"ONP";"/onp";"www.gob.pe/onp";"www.facebook.com/ONP.Virtual/";"www.twitter.com/onp_oficial";"";"www.linkedin.com/company/oficina-de-normalizacion-previsional/?viewAsMember=true";"www.youtube.com/user/ONPinforma";"www.tiktok.com/@onpoficial"
72;"Banco Central de Reserva del Perú";"BCRP";"/banco-central-de-reserva-del-peru";"www.gob.pe/banco-central-de-reserva-del-peru";"www.facebook.com/bcrpoficial";"www.twitter.com/bcrpoficial";"www.instagram.com/bcrpoficial";"www.linkedin.com/company/bcrpoficial";"www.youtube.com/user/bcrpoficial";""
73;"Oficina Nacional de Procesos Electorales";"ONPE";"/onpe";"www.gob.pe/onpe";"www.facebook.com/ONPEoficial";"www.twitter.com/ONPE_oficial";"www.instagram.com/onpe_oficial";"www.linkedin.com/company/onpeoficial";"www.youtube.com/user/onpeprensa";"www.tiktok.com/@onpe_oficial"
74;"Junta Nacional de Justicia";"JNJ";"/jnj";"www.gob.pe/jnj";"www.facebook.com/JuntaNacionalDeJusticiaPeru";"www.twitter.com/JNJPeru";"";"www.linkedin.com/in/junta-nacional-de-justicia-perú-7608541b8/";"www.youtube.com/@JuntaNacionaldeJusticia";""
75;"Ministerio Público Fiscalía de la Nación";"MPFN";"/mpfn";"www.gob.pe/mpfn";"www.facebook.com/FiscaliaPeru";"www.twitter.com/FiscaliaPeru";"";"";"www.youtube.com/channel/UC91qATrOkn7FLB4AfCboKhg";""
76;"Proyecto Especial de Infraestructura de Transporte Descentralizado";"Provías Descentralizado";"/pvd";"www.gob.pe/pvd";"www.facebook.com/ProviasDescentralizadoPeru";"www.twitter.com/ProviasDes_Pe";"";"";"www.youtube.com/channel/UCIIHpD-lA9te-F4Vof7ErdA";""
77;"Proyecto Especial de Infraestructura de Transporte Nacional";"Provías Nacional";"/pvn";"www.gob.pe/pvn";"www.facebook.com/ProviasNacionalPeru/?ref=hl";"www.twitter.com/ProviasNac_Peru";"";"";"www.youtube.com/channel/UCx3KaJn3x5ohoBnuDZQZyKQ?view_as=subscriber";""
78;"Proyecto Especial Binacional Desarrollo Integral de la Cuenca del Río Putumayo";"PEBDICP";"/pebdicp";"www.gob.pe/pebdicp";"www.facebook.com/Pedicp";"";"";"";"www.youtube.com/channel/UCtxeoyVqHes2f33YXzN-n_g";""
79;"Proyecto Especial Pichis Palcazú";"PEPP";"/pepp";"www.gob.pe/pepp";"www.facebook.com/pepp.oficial";"www.twitter.com/proyectoepp";"www.instagram.com/proyectoepichis";"";"www.youtube.com/@PROYECTOESPECIALPICHISPALCAZU";"www.tiktok.com/@proyecto.e.pichis"
80;"Proyecto Especial Sierra Centro Sur";"PESCS";"/pescs";"www.gob.pe/pescs";"www.facebook.com/midagripescs/";"";"";"";"www.youtube.com/channel/UCY7Ed_QI8-RSgXJY07YA5BA/videos";""
81;"Proyecto Especial Jequetepeque Zaña";"PEJEZA";"/pejeza";"www.gob.pe/pejeza";"www.facebook.com/pejezaoficial";"";"";"www.linkedin.com/company/pejeza/";"www.youtube.com/@proyectoespecialjequetepeq1832";"www.tiktok.com/@pejezaoficial"
82;"Proyecto Especial Alto Huallaga";"PEAH";"/peah";"www.gob.pe/peah";"www.facebook.com/peah.oficial";"www.twitter.com/Peah08679364";"www.instagram.com/peahmidagri/";"";"";""
83;"Proyecto Especial Binacional Puyango Tumbes";"PEBPT";"/pebpt";"www.gob.pe/pebpt";"www.facebook.com/PEBPT-634166716949564/?ref=page_internal";"www.twitter.com/EspecialTumbes";"";"";"";""
84;"Proyecto Especial Jaén San Ignacio Bagua";"PEJSIB";"/pejsib";"www.gob.pe/pejsib";"www.facebook.com/pejsibperu";"www.twitter.com/PEJSIB";"www.instagram.com/pejsib.peru/";"";"www.youtube.com/@ProyectoEspecialJSIB";""
85;"Proyecto Especial Naylamp - Lambayeque";"U.E. 005";"/naylamp";"www.gob.pe/naylamp";"www.facebook.com/ProyectoEspecialNaylampLambayeque";"";"";"";"www.youtube.com/channel/UCgqGN_Lq4Bp6i0qw42eIwxw";""
86;"Proyecto Especial Binacional Lago Titicaca";"PEBLT";"/peblt";"www.gob.pe/peblt";"www.facebook.com/peblt.midagri";"www.twitter.com/peblt_midagri";"www.instagram.com/peblt_midagri";"";"www.youtube.com/@peblt";""
87;"Proyecto Especial de Desarrollo del Valle de los ríos Apurímac, Ene y Mantaro";"PROVRAEM";"/provraem";"www.gob.pe/provraem";"www.facebook.com//ProvraemOficial";"";"";"";"www.youtube.com/channel/UCUuWytE_30cP98q3nyV24Dg";""
88;"Proyecto Especial Legado";"Legado";"/proyectolegado";"www.gob.pe/proyectolegado";"www.facebook.com/LegadoOficialPE/";"www.twitter.com/LegadoOficialPE";"www.instagram.com/legadooficialpe/";"www.linkedin.com/company/lima2019juegos";"www.youtube.com/channel/UCcwnIFee3kfzH4-vpWqmuCQ";"www.tiktok.com/@legadooficialpe"
89;"Proyecto Especial Plan Copesco";"COPESCO";"/peplancopesco";"www.gob.pe/peplancopesco";"www.facebook.com/PLANCOPESCOCUSCO";"";"";"";"www.youtube.com/channel/UCd40EhPnxPGS7aHqxLs4dhg";""
90;"Proyecto Especial Chinecas";"CHINECAS";"/chinecas";"www.gob.pe/chinecas";"www.facebook.com/PECHINECAS/";"";"www.instagram.com/proyecto_especial_chinecas/";"";"";""
91;"Proyecto Especial Majes Siguas Autoridad Autónoma de Majes";"PEMS Autodema";"/autodema";"www.gob.pe/autodema";"www.facebook.com/MajesSiguasAutodema/?locale=es_LA";"";"";"";"";"www.tiktok.com/@autoridadautonomademajes"
92;"Proyecto Especial Tambo Ccaracocha";"PETACC";"/petacc";"www.gob.pe/petacc";"www.facebook.com/petacc";"www.twitter.com/petaccica";"www.instagram.com/petacc_ica/";"";"www.youtube.com/@petacc";""
93;"Proyecto Especial Chavimochic";"Chavimochic";"/chavimochic";"www.gob.pe/chavimochic";"www.facebook.com/PECHAVIMOCHIC/";"www.twitter.com/pchavimochic";"";"";"www.youtube.com/channel/UCzmX8iJl_S_CxeZ1ETP9-SA";""
94;"Proyecto Especial Olmos Tinajones";"PEOT";"/peot";"www.gob.pe/peot";"www.facebook.com/Proyecto-Especial-Olmos-Tinajones-PEOT-1868789863260019";"www.twitter.com/olmostinajones";"www.instagram.com/olmostinajones";"";"www.youtube.com/OlmosTinajonesPEOT";""
95;"Proyecto Especial Madre de Dios";"PEMD";"/pemd";"www.gob.pe/pemd";"www.facebook.com/iberia.pemd";"";"";"";"www.youtube.com/channel/UCrM7WwEgQCV8OAPs8cI5Nsw";""
96;"Proyecto Especial Alto Mayo";"PEAM";"/peam";"www.gob.pe/peam";"www.facebook.com/Proyecto-Especial-Alto-Mayo-188571127885448/";"www.twitter.com/p_altomayo";"";"";"www.youtube.com/user/PEAM1140";""
97;"Proyecto Especial de Irrigación e Hidroenergético del Alto Piura";"PEIHAP";"/peihap";"www.gob.pe/peihap";"www.facebook.com/proyectoaltopiura";"";"";"";"";""
98;"Proyecto Especial Chira Piura";"PECHP";"/pechp";"www.gob.pe/pechp";"www.facebook.com/proyectoespecialchirapiura/?ti=as";"";"";"";"www.youtube.com/channel/UCgJDIVUAQtC8CjSeJgf7dGQ";""
99;"Proyecto Especial Huallaga Central y Bajo Mayo";"PEHCBM";"/pehcbm";"www.gob.pe/pehcbm";"www.facebook.com/Proyecto-Especial-Huallaga-Central-y-Bajo-Mayo-905958269509159";"";"";"";"www.youtube.com/channel/UCVvLfuX_65UX00L90PWlFTQ";""
100;"Proyecto Especial Afianzamiento y Ampliacion de los Recursos Hidricos de Tacna";"PET";"/pet";"www.gob.pe/pet";"www.facebook.com/proyectoespecialtacna";"";"";"";"www.youtube.com/@proyectoespecialtacna2519";""
101;"Proyecto Especial Bicentenario de la Independencia del Perú";"Bicentenario";"/bicentenario";"www.gob.pe/bicentenario";"www.facebook.com/bicentenariope";"www.twitter.com/bicentenariope_";"www.instagram.com/bicentenariope";"";"www.youtube.com/channel/UCqXbt7tQ-dgCkvB2RU_lmeg";"www.tiktok.com/@bicentenariope"
102;"Proyecto Especial Regional Pasto Grande";"PERPG";"/perpg";"www.gob.pe/perpg";"www.facebook.com/perpg1987";"";"";"";"";""
103;"Proyecto Especial Datem del Marañón Alto Amazonas Loreto Condorcanqui";"PEDAMAALC";"/pedamaalc";"www.gob.pe/pedamaalc";"www.facebook.com/Pedamaalc/";"www.twitter.com/Mida_Pedamaalc";"www.instagram.com/midagri_pedamaalc/";"";"www.youtube.com/channel/UCYBUCHunO6nSjXT6suSwvdw";""
104;"Proyecto Especial de Inversión Pública Escuelas Bicentenario";"PEIP Escuelas Bicentenario";"/escuelasbicentenario";"www.gob.pe/escuelasbicentenario";"www.facebook.com/EscuelasBicentenario";"www.twitter.com/ebicentenariope";"www.instagram.com/ebicentenariope";"www.linkedin.com/company/77259379/admin/";"www.youtube.com/c/EscuelasBicentenario";"www.tiktok.com/@ebicentenariope"
