"id";"nombre";"abreviatura";"urlgob";"url";"facebook";"twitter";"instagram";"linkedin";"youtube";"tiktok"
321;"Unidad de Gestión Educativa Local Leoncio Prado";"UGEL Leoncio Prado";"/ugelleoncioprado";"www.gob.pe/ugelleoncioprado";"www.facebook.com/ugel302.Leoncio.Prado";"www.twitter.com/UGELeoncioPrado";"www.instagram.com/ugelleoncioprado";"";"";"www.tiktok.com/@ugel.leoncioprado"
322;"Unidad de Gestión Educativa Local Santiago de Chuco";"UGEL Santiago de Chuco";"/ugelsantiagodechuco";"www.gob.pe/ugelsantiagodechuco";"www.facebook.com/ugelsantiagodechuco";"";"";"";"";""
323;"Unidad de Gestión Educativa Local Chincheros";"UGEL Chincheros";"/ugelchincheros";"www.gob.pe/ugelchincheros";"www.facebook.com/ugel.chinncheros/";"";"";"";"";""
324;"Unidad de Gestión Educativa Local Oxapampa";"UGEL Oxapampa";"/ugeloxapampa";"www.gob.pe/ugeloxapampa";"www.facebook.com/ugel.oxapampa.37";"";"";"";"";""
325;"Unidad de Gestión Educativa Local Tocache";"UGEL Tocache";"/ugeltocache";"www.gob.pe/ugeltocache";"www.facebook.com/ugel.tocache";"";"";"";"";""
326;"Unidad de Gestión Educativa Local IB Condorcanqui";"UGEL IB Condorcanqui";"/ugelibcondorcanqui";"www.gob.pe/ugelibcondorcanqui";"www.facebook.com/profile.php?id=100064170843795";"";"";"";"";""
327;"Unidad de Gestión Educativa Local Chincha";"UGEL Chincha";"/ugelchincha";"www.gob.pe/ugelchincha";"www.facebook.com/UgelChinchaOficial";"";"";"www.linkedin.com/company/ugelchincha/";"www.youtube.com/@ugelchincha8711";""
328;"UNIDAD DE GESTION EDUCATIVA LOCAL DE MOHO";"UGEL MOHO";"/ugelmoho";"www.gob.pe/ugelmoho";"www.facebook.com/UGELMohoInforma";"";"";"";"";""
329;"Unidad de Gestión Educativa Local Tambogrande";"UGEL Tambogrande";"/ugeltambogrande";"www.gob.pe/ugeltambogrande";"www.facebook.com/ugeltambogrande";"";"";"";"";""
330;"Unidad de Gestión Educativa Local Alto Amazonas";"UGEL Alto Amazonas";"/ugelaltoamazonas";"www.gob.pe/ugelaltoamazonas";"www.facebook.com/ugelaa";"";"www.instagram.com/ugelaa.ygs/";"";"";"www.tiktok.com/@ugelaa.ygs"
331;"Unidad de Gestión Educativa Local Castrovirreyna";"UGEL Castrovirreyna";"/ugelcastrovirreyna";"www.gob.pe/ugelcastrovirreyna";"www.facebook.com/ugelcastrovirreyna/";"";"";"";"";""
332;"Unidad de Gestión Educativa Local Huaraz";"UGEL Huaraz";"/ugelhuaraz";"www.gob.pe/ugelhuaraz";"www.facebook.com/1989464524645370";"www.twitter.com/Uhuaraz";"";"";"www.youtube.com/@agpugelhuaraz";""
333;"Unidad de Gestión Educativa Local Condesuyos";"UGEL Condesuyos";"/ugelcondesuyos";"www.gob.pe/ugelcondesuyos";"www.facebook.com/people/Ugel-Condesuyos/100014197454578/";"";"";"";"www.youtube.com/@UGELCONDESUYOS-kj1te";""
334;"Unidad de Gestion Educativa Local Grau";"UGEL Grau";"/ugelgrau";"www.gob.pe/ugelgrau";"www.facebook.com/UGELGRAU.PERU";"";"";"";"";""
335;"Unidad de Gestión Educativa Local La Unión";"UGEL La Unión";"/ugellaunion";"www.gob.pe/ugellaunion";"www.facebook.com/UgelLaUnionPiura";"";"";"";"";""
336;"Unidad de Gestión Educativa Local Castilla";"UGEL Castilla";"/ugelcastilla";"www.gob.pe/ugelcastilla";"www.facebook.com/ucastilla";"www.twitter.com/UgelCastilla";"";"";"www.youtube.com/channel/UCcPGqbIH5iQrK7_R5KLMQfg";""
337;"Unidad de Gestión Educativa Local Cajabamba";"UGEL Cajabamba";"/ugelcajabamba";"www.gob.pe/ugelcajabamba";"www.facebook.com/CajabambaUGEL";"www.twitter.com/UCajabamba";"";"";"www.youtube.com/@UGELCAJABAMBAOFICIAL";""
338;"Unidad de Gestión Educativa Local de Rioja";"UGEL Rioja";"/ugelrioja";"www.gob.pe/ugelrioja";"www.facebook.com/ugelrioja";"";"";"";"www.youtube.com/@UGEL306RIOJA";""
339;"Unidad de Gestión Educativa Local Contumazá";"UGEL Contumazá";"/ugelcontumaza";"www.gob.pe/ugelcontumaza";"www.facebook.com/UGELCONTUMAZA2023";"";"";"";"";""
340;"Unidad de Gestión Educativa Local de Santa Cruz";"UGEL Santa Cruz";"/ugelsantacruz";"www.gob.pe/ugelsantacruz";"www.facebook.com/UGEL305SANTACRUZCAJAMARCA";"";"";"";"www.youtube.com/@ugelsantacruz305";""
341;"Unidad de Gestión Educativa Local San Marcos";"UGEL San Marcos";"/ugelsanmarcos";"www.gob.pe/ugelsanmarcos";"www.facebook.com/ugesanmarcos";"";"";"";"";""
342;"Unidad de Gestión Educativa Local Cusco";"UGEL Cusco";"/ugelcusco";"www.gob.pe/ugelcusco";"www.facebook.com/UGELCusco";"";"";"";"www.youtube.com/@ugelcusco7571";""
343;"Unidad de Gestión Educativa Local San Miguel";"UGEL San Miguel";"/ugelsanmiguel";"www.gob.pe/ugelsanmiguel";"www.facebook.com/comunicacionesugelSM/";"";"";"";"";""
344;"Unidad de Gestión Educativa Local Cajamarca";"UGEL Cajamarca";"/ugelcajamarca";"www.gob.pe/ugelcajamarca";"www.facebook.com/ugelcajamarca";"";"www.instagram.com/ugelcajamarca/";"";"www.youtube.com/@UGELCAJAMARCAOFICIAL";""
345;"Unidad de Gestión Educativa Local Calca";"UGEL Calca";"/ugelcalca";"www.gob.pe/ugelcalca";"www.facebook.com/ugelcalca311";"";"";"";"www.youtube.com/@ugelcalca3239";""
346;"Unidad de Gestión Educativa Local Huacaybamba";"UGEL Huacaybamba";"/ugelhuacaybamba";"www.gob.pe/ugelhuacaybamba";"www.facebook.com/UE307HUACAYBAMBA/";"www.twitter.com/UGELHuacaybamba";"www.instagram.com/ugelhuacaybamba";"";"www.youtube.com/@ugelhuacaybamba1567";"www.tiktok.com/@ugelhuacaybamba"
347;"Unidad de Gestión Educativa Local Canchis";"UGEL Canchis";"/ugelcanchis";"www.gob.pe/ugelcanchis";"www.facebook.com/profile.php?id=100064014606604";"";"www.instagram.com/ugelcanchis/";"";"www.youtube.com/channel/UCYKzzeNmQvHSLIPl8i0M0Ag";""
348;"Unidad de Gestión Educativa Local Intercultural Bilingüe Cenepa";"UGEL IB Cenepa";"/ugelibcenepa";"www.gob.pe/ugelibcenepa";"www.facebook.com/ugelibcenepa.cenepa";"";"";"";"";""
349;"Unidad de Gestión Educativa Local Dos de Mayo";"UGEL Dos de Mayo";"/ugeldosdemayo";"www.gob.pe/ugeldosdemayo";"www.facebook.com/EducacionDosdeMayo";"";"";"";"";""
350;"Unidad de Gestión Educativa Local de Piura";"UGEL Piura";"/ugelpiura";"www.gob.pe/ugelpiura";"www.facebook.com/ugel.piura";"";"";"";"";""
351;"Unidad de Gestión Educativa Local Lambayeque";"UGEL Lambayeque";"/ugellambayeque";"www.gob.pe/ugellambayeque";"www.facebook.com/UgelLambayeque.Oficial/";"";"";"";"www.youtube.com/channel/UC1vBXBinN2n1PxZAz2OkhJg/videos";""
352;"Unidad de Gestión Educativa Local Chulucanas";"UGEL Chulucanas";"/ugelchulucanas";"www.gob.pe/ugelchulucanas";"www.facebook.com/ugel.chulucanas.5";"";"";"";"";""
353;"Unidad de Gestión Educativa de Ferreñafe";"UGEL Ferreñafe";"/ugelferrenafe";"www.gob.pe/ugelferrenafe";"www.facebook.com/ugel.ferre";"";"";"";"";""
354;"Unidad de Gestión Educativa Local Chiclayo";"UGEL Chiclayo";"/ugelchiclayo";"www.gob.pe/ugelchiclayo";"www.facebook.com/ugelchiclayoo";"www.twitter.com/UChiclayo";"www.instagram.com/ugelchiclayo/";"";"www.youtube.com/@ugelchiclayo9207";""
355;"Unidad de Gestión Educativa Local Ibir Imaza";"UGEL Ibir Imaza";"/ugelibirimaza";"www.gob.pe/ugelibirimaza";"www.facebook.com/ugelibir";"";"";"";"";""
356;"Unidad de Gestión Educativa Local Nauta";"UGEL Nauta";"/ugelnauta";"www.gob.pe/ugelnauta";"www.facebook.com/profile.php?id=100088826366169";"";"";"";"";""
357;"Unidad de Gestión Educativa Local Huánuco";"UGEL Huánuco";"/ugelhuanuco";"www.gob.pe/ugelhuanuco";"www.facebook.com/ugelhuanuco311";"";"";"";"www.youtube.com/@ugelhuanuco9138";""
358;"Unidad de Gestión Educativa Local Yungay";"UGEL Yungay";"/ugelyungay";"www.gob.pe/ugelyungay";"www.facebook.com/ugelyungay01/";"";"";"";"";""
359;"Unidad de Gestión Educativa Local Chumbivilcas";"UGEL Chumbivilcas";"/ugelchumbivilcas";"www.gob.pe/ugelchumbivilcas";"www.facebook.com/profile.php?id=100047719011586";"";"";"";"";""
360;"Unidad de Gestión Educativa Local Moyobamba";"UGEL Moyobamba";"/ugelmoyobamba";"www.gob.pe/ugelmoyobamba";"www.facebook.com/ugel.moyobamba?mibextid=ZbWKwL";"";"";"";"";""
361;"Unidad de Gestión Educativa Local Huamanga";"UGEL Huamanga";"/ugelhuamanga";"www.gob.pe/ugelhuamanga";"www.facebook.com/ugel.huamanga";"";"";"";"";""
362;"Unidad de Gestión Educativa Local Huancavelica";"UGEL Huancavelica";"/ugelhuancavelica";"www.gob.pe/ugelhuancavelica";"www.facebook.com/ugelhuancavelica";"www.twitter.com/ugelhvca";"www.instagram.com/ugelhuancavelica";"";"www.youtube.com/channel/UCap3yCokvkgPVTSxht0FfYQ";"www.tiktok.com/@ugelhuancavelica"
363;"Unidad de Gestión Educativa Local de Pisco";"UGEL Pisco";"/ugelpisco";"www.gob.pe/ugelpisco";"www.facebook.com/ugelpiscooficial";"";"";"";"www.youtube.com/channel/UC5pZAqySDZ4T3zx50xKqKjg";""
364;"Unidad de Gestión Educativa Local Angaraes";"UGEL Angaraes";"/ugelangaraes";"www.gob.pe/ugelangaraes";"www.facebook.com/UGEL.Angaraes.MINEDU/";"";"";"";"www.youtube.com/channel/UC8LcOfWwlpSEvEspA7n0tpg";"www.tiktok.com/@ugel_angaraes"
365;"Unidad de Gestión Educativa Local Ambo";"UGEL Ambo";"/ugelambo";"www.gob.pe/ugelambo";"www.facebook.com/UGELAmbo/";"";"www.instagram.com/ugelambo/";"";"www.youtube.com/channel/UCWOgD5xCCnRsAr6p2zflVYg";""
366;"Unidad de Gestión Educativa Local Marañón";"Ugel Marañón";"/ugelmarañon";"www.gob.pe/ugelmarañon";"www.facebook.com/ugelmaranon";"";"www.instagram.com/ugelmaranon_oficial?igshid=ZDdkNTZiNTM=";"";"";""
367;"Unidad de Gestión Educativa Local Yarowilca";"UGEL Yarowilca";"/ugelyarowilca";"www.gob.pe/ugelyarowilca";"www.facebook.com/people/Ugel-Yarowilca-Oficial/100094590370153/";"";"www.instagram.com/ugelyarowilca";"";"www.youtube.com/@ugelyarowilca9435";"www.tiktok.com/@ugelyarowilca"
368;"Unidad de Gestión Educativa Local Anta";"UGEL Anta";"/ugelanta";"www.gob.pe/ugelanta";"www.facebook.com/profile.php?id=100047635757135&locale=es_LA";"";"";"";"";""
369;"Unidad de Gestión Educativa Local Surcubamba";"UGEL Surcubamba";"/ugelsurcubamba";"www.gob.pe/ugelsurcubamba";"www.facebook.com/UGELSURCUBAMBA";"";"";"";"www.youtube.com/@ugelsurcubambahuancavelica7212";""
370;"Unidad de Gestión Educativa Local El Dorado";"UGEL El Dorado";"/ugeleldorado";"www.gob.pe/ugeleldorado";"www.facebook.com/ElDoradoUGEL";"";"";"";"www.youtube.com/@ugeleldorado";""
371;"Unidad de Gestión Educativa Local de Melgar";"UGEL Melgar";"/ugelmelgar";"www.gob.pe/ugelmelgar";"www.facebook.com/ugelmelgarface";"";"";"";"www.youtube.com/@ugelmelgarministeriodeeduc9460/featured";""
372;"Unidad de Gestión Educativa Local Sechura";"UGEL Sechura";"/ugelsechura";"www.gob.pe/ugelsechura";"www.facebook.com/UGELSechura";"";"";"";"";""
373;"Unidad de Gestión Educativa Local Aymaraes";"UGEL Aymaraes";"/ugelaymaraes";"www.gob.pe/ugelaymaraes";"www.facebook.com/UGELAymaraesOficial/";"";"";"";"www.youtube.com/@ugelaymaraesejecutora3064";""
374;"Unidad de Gestión Educativa Local de Picota";"UGEL Picota";"/ugelpicota";"www.gob.pe/ugelpicota";"www.facebook.com/ugelpicota309";"";"";"";"www.youtube.com/@ugelpicota";""
375;"Unidad de Gestión Educativa Local Ica";"UGEL Ica";"/ugelica";"www.gob.pe/ugelica";"www.facebook.com/ugel.ica";"";"";"";"";"www.tiktok.com/@ugelica"
376;"Unidad de Gestión Educativa Local Huallaga";"UGEL Huallaga";"/ugelhuallaga";"www.gob.pe/ugelhuallaga";"www.facebook.com/ugelHuallaga";"";"";"";"";""
377;"Unidad de Gestión Educativa Local Ilo";"UGEL Ilo";"/ugelilo";"www.gob.pe/ugelilo";"www.facebook.com/ugelilo.pe";"";"";"";"";""
378;"Unidad de Gestión Educativa Local San Román";"UGEL San Román";"/ugelsanroman";"www.gob.pe/ugelsanroman";"www.facebook.com/UGELSanRoman.Oficial";"";"";"";"";""
379;"Unidad de Gestión Educativa Local N° 02 La Esperanza";"UGEL 02 LE";"/ugel02laesperanza";"www.gob.pe/ugel02laesperanza";"www.facebook.com/ugel02laesperanza";"";"";"";"";""
380;"Unidad de Gestión Educativa Local Jorge Basadre";"UGEL Jorge Basadre";"/ugeljorgebasadre";"www.gob.pe/ugeljorgebasadre";"www.facebook.com/profile.php?id=100090036944315";"";"";"";"";""
381;"Unidad de Gestión Educativa Local de Abancay";"UGEL Abancay";"/ugelabancay";"www.gob.pe/ugelabancay";"www.facebook.com/profile.php?id=100064855178071";"";"";"";"www.youtube.com/@ugelabancayapurimac3051";""
382;"Unidad de Gestión Educativa Local de Asunción";"UGEL Asunción";"/ugelasuncion";"www.gob.pe/ugelasuncion";"www.facebook.com//profile.php?id=61555301019437";"";"";"";"";""
383;"Unidad de Gestión Educativa Local Huancarama";"UGEL Huancarama";"/ugelhuancarama";"www.gob.pe/ugelhuancarama";"www.facebook.com/ugelhuancarama.Oficial";"";"";"";"";""
384;"Unidad de Gestión Educativa Local Yauli";"UGEL Yauli";"/ugelyauli";"www.gob.pe/ugelyauli";"www.facebook.com/yauliugel/";"";"";"";"";""
385;"Unidad de Gestión Educativa Local Canas";"UGEL Canas";"/ugelcanas";"www.gob.pe/ugelcanas";"www.facebook.com/UGELCanas313";"";"";"";"www.youtube.com/UCHytqeevy6bgOb6TS04Dv-g";""
386;"Unidad de Gestión Educativa Local La Joya";"UGEL La Joya";"/ugellajoya";"www.gob.pe/ugellajoya";"www.facebook.com/UgelLaJoya";"";"";"";"";""
387;"Unidad de Gestión Educativa Local de Tumbes";"UGEL Tumbes";"/ugeltumbes";"www.gob.pe/ugeltumbes";"www.facebook.com/UGELTUMBES.EDUCACION/";"";"";"";"";""
388;"UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE JUNÍN - Ejecutora N° 309";"UGEL JUNIN";"/ugeljunin309";"www.gob.pe/ugeljunin309";"www.facebook.com/UGELJUNIN309";"";"";"";"www.youtube.com/@unidaddegestioneducativalo9495";""
389;"Unidad de Gestión Educativa Local Puerto Bermúdez";"UGEL Puerto Bermúdez";"/ugelpuertobermudez";"www.gob.pe/ugelpuertobermudez";"www.facebook.com/ugel.puertobermudez.educacion";"";"";"";"";""
390;"Unidad Ejecutora 003 - Zona Arqueológica Caral";"UE003-ZAC/MC";"/caral";"www.gob.pe/caral";"www.facebook.com/CARALPERU/";"www.twitter.com/Peru_Caral";"www.instagram.com/caralperu";"www.linkedin.com/zona-arqueologica-caral?trk=public_profile_experience-item_result-card_subtitle-click";"www.youtube.com/user/PeruCaral";""
391;"Unidad Ejecutora 007: Marcahuamachuco";"UE007";"/marcahuamachuco";"www.gob.pe/marcahuamachuco";"www.facebook.com/UE007MARCAHUAMACHUCO";"";"";"";"";""
392;"Unidad Ejecutora 002 MC-Cusco";"DDC-Cusco";"/culturacusco";"www.gob.pe/culturacusco";"www.facebook.com/ministerioculturacusco";"www.twitter.com/MinCul_Cusco";"www.instagram.com/cultura_cusco";"";"www.youtube.com/@DRCCusco2013";""
393;"Unidad Ejecutora 008 Proyectos Especiales";"UE008: PE";"/proyectosespeciales";"www.gob.pe/proyectosespeciales";"www.facebook.com/mincu.pe";"www.twitter.com/MinCulturaPe";"www.instagram.com/minculturape";"";"www.youtube.com/mculturaperu";""
394;"Unidad Ejecutora Fondo Sierra Azul";"UEFSA";"/sierraazul";"www.gob.pe/sierraazul";"www.facebook.com/MIDAGRISierraAzulPE";"www.twitter.com/UEFSA_PERU";"www.instagram.com/uefsa_peru";"";"www.youtube.com/channel/UCgWYZKOQwIb0_MFHQnZ821Q";""
395;"Unidad Ejecutora 309 Educación UGEL Sucre ";"UGEL Sucre";"/ugelsucre";"www.gob.pe/ugelsucre";"www.facebook.com/UgelSucre";"";"";"";"";""
396;"Unidad Ejecutora Proamazonas";"UEP";"/proamazonas";"www.gob.pe/proamazonas";"www.facebook.com/ueproamazonas";"";"www.instagram.com/proamazonas/";"";"www.youtube.com/channel/UCbilTkbRJNp4fyuX1FWP1vg";"www.tiktok.com/@ueproamazonas"
397;"Unidad Ejecutora Salud Sur Ayacucho";"UESSA-PUQUIO";"/uessa-puquio";"www.gob.pe/uessa-puquio";"www.facebook.com/uessa.puquio";"";"www. instagram.com/uessa_puquio?igshid=ZDc4ODBmNjlmNQ==";"";"";""
398;"Unidad Ejecutora de Salud Gran Chimu (Ues N° 414 Gch)";"UES N° 414 GCH";"/unidad-ejecutora-de-salud-gran-chimu-ues-n-4";"www.gob.pe/unidad-ejecutora-de-salud-gran-chi";"www.facebook.com/RedSaludGranChimuCascas";"";"";"";"";""
399;"Unidad Ejecutora 406 Salud Sanchez Carrión";"RSSC";"/ue406";"www.gob.pe/ue406";"www.facebook.com/RedSaludSanchezCarrionUE406/";"";"www.instagram.com/redsaludsanchezcarrion/";"";"www.youtube.com/channel/UCi9btUOQWebcEZbrb8okGzg";"www.tiktok.com/@redsaludsanchezcarrion"
400;"Unidad Ejecutora 412 Salud Virù";"UE 412 Salud Virú";"/regionlalibertad-rsviru";"www.gob.pe/regionlalibertad-rsviru";"www.facebook.com/RedDeSaludViru.UE412/";"";"";"";"";""
401;"Unidad Ejecutora 304: Institutos Superiores de Educación Pública Regional de Piura";"UE304: ISEPRP";"/ueiseprp";"www.gob.pe/ueiseprp";"www.facebook.com/profile.php?id=61555577907047";"";"www.instagram.com/unidad.ejecutora.304/";"";"";""
402;"Unidad Ejecutora 303 - Educación Altopiura";"UE303";"/educacionaltopiura";"www.gob.pe/educacionaltopiura";"www.facebook.com/ugel.chulucanas.5";"";"";"";"";""
403;"Unidad Ejecutora de Gestión de Proyectos Sectoriales";"UEGPS";"/uegps";"www.gob.pe/uegps";"";"www.twitter.com/Uegps_Midagri";"www.instagram.com/uegps.midagri/";"";"";""
404;"Unidad Ejecutora 118: Mejoramiento de la Calidad de la Educación Básica y Superior";"UE118";"/ue118";"www.gob.pe/ue118";"www.facebook.com/pmesutoficial";"www.twitter.com/pmesutoficial";"www.instagram.com/pmesutoficial";"www.linkedin.com/company/pmesutoficial";"www.youtube.com/@pmesutoficial";""
405;"Unidad Ejecutora Lima Sur";"UELS";"/uelimasur";"www.gob.pe/uelimasur";"www.facebook.com/uelimasur";"www.twitter.com/gorelima";"";"";"www.youtube.com/channel/UCMtkDdB6HldKaAh3Mq51_Xw";""
406;"Unidad Ejecutora Salud Ucayali - Contamana";"UESUC";"/uesuc";"www.gob.pe/uesuc";"www.facebook.com/profile.php?id=100089196857816";"";"";"";"";""
407;"Unidad Ejecutora Sub Región Daniel Alcides Carrión";"UESRDAC";"/uesrdac";"www.gob.pe/uesrdac";"www.facebook.com/SubRegionDAC/";"www.twitter.com/gobiernopasco";"";"";"";""
408;"Unidad Ejecutora Pasco Selva Central";"G.S.R.O. U.E.P.S.C.";"/uepsc";"www.gob.pe/uepsc";"www.facebook.com/uepsc";"";"";"";"";""
409;"Unidad Ejecutora 003 Gestión Integral de la Calidad Ambiental";"UE003: GICA";"/gica";"www.gob.pe/gica";"www.facebook.com/MinamPeru";"";"";"";"www.youtube.com/channel/UCTU7lFFvKPd6tzPiiP8tYgA/videos";""
410;"Unidad Ejecutora 404 Red de Salud Acobamba";"UERSA";"/risacobamba";"www.gob.pe/risacobamba";"www.facebook.com/profile.php?id=100054463659596";"";"";"";"";""
411;"Unidad Ejecutora de Salud Santa Cruz";"UESSC";"/redsaludsantacruz";"www.gob.pe/redsaludsantacruz";"www.facebook.com/unidadejecutorasaludsantacruz";"";"";"";"";""
412;"Unidad Ejecutora N° 405 Red de Salud Huamalíes";"RIS Huamalíes";"/rishuamalies";"www.gob.pe/rishuamalies";"www.facebook.com/salud.huamalies.5/";"";"";"";"";""
413;"Unidad Ejecutora 002: Servicios de Saneamientos Tumbes";"UESST";"/aguatumbes";"www.gob.pe/aguatumbes";"www.facebook.com/AguaTumbes/";"www.twitter.com/TumbesAgua";"www.instagram.com/aguatumbes/";"";"";""
414;"Unidad Ejecutora Salud Cajamarca";"UESC Cajamarca";"/uescajamarca";"www.gob.pe/uescajamarca";"www.facebook.com/riscajamarca";"";"www.instagram.com/redintegradadesalud.caj/";"";"www.youtube.com/@redintegradadesaludcajamar4861";""
415;"Unidad Ejecutora de Programas Regionales de Cajamarca - Proregion";"Proregion";"/proregion-cajamarca";"www.gob.pe/proregion-cajamarca";"www.facebook.com/profile.php?id=100089604708827";"www.twitter.com/PROREGION2";"www.instagram.com/proregion2/";"";"www.youtube.com/@proregionunidadejecutoraprogra";""
416;"Unidad Ejecutora 004 - Fortalecimiento del Sistema Nacional de Vigilancia en Salud";"UE004";"/fsnvs";"www.gob.pe/fsnvs";"www.facebook.com/UnidadEjecutora004INS";"";"";"";"www.youtube.com/@PMAS_SNVSP/featured";""
417;"Empresa Peruana de Servicios Editoriales S.A.";"Editora Perú";"/editoraperu";"www.gob.pe/editoraperu";"www.facebook.com/diariooficialelperuano/";"www.twitter.com/DiarioElPeruano";"";"";"";""
418;"Empresa Nacional de Puertos S.A.";"ENAPU S.A.";"/empresa-nacional-de-puertos-s-a";"www.gob.pe/empresa-nacional-de-puertos-s-a";"www.facebook.com/ENAPUperuoficial/";"www.twitter.com/enapuperu";"";"www.linkedin.com/company/enapuperu";"www.youtube.com/channel/UCEaQNZ76vyGhe6B_7Xnza_A";""
419;"Empresa Regional de Servicio Publico de Electricidad de Puno S.A.A.";"ELECTRO PUNO";"/electropuno";"www.gob.pe/electropuno";"www.facebook.com/ElectroPuno/";"";"";"";"www.youtube.com/@ElectroPuno-S.A.A.";"www.tiktok.com/@electro.puno"
420;"Empresa de Generación Eléctrica de Arequipa S.A.";"EGASA";"/egasa";"www.gob.pe/egasa";"www.facebook.com/EgasaCharcaniVII";"";"";"www.linkedin.com/in/egasa-charcani-vii-b7417b217/";"";""
421;"Empresa de Administración de Infraestructura Eléctrica S.A.";"ADINELSA";"/adinelsa";"www.gob.pe/adinelsa";"www.facebook.com/Adinelsa.pe";"";"www.instagram.com/adinelsa.pe";"www.linkedin.com/company/adinelsa-pe";"www.youtube.com/channel/UCTHFYa62wT08uIadkVhRKuw";""
422;"Empresa de Generación Eléctrica San Gabán S.A.";"EGESG";"/egesg";"www.gob.pe/egesg";"www.facebook.com/EmpresaSanGabanSA/";"";"";"";"";""
423;"Empresa de Generación Eléctrica del Sur S.A.";"EGESUR";"/egesur";"www.gob.pe/egesur";"";"www.twitter.com/EGESURPeru";"";"";"www.youtube.com/channel/UCWoH_I1dZmPrUJ0daBO7N7g";""
424;"Empresa Regional de Servicio Público de Electricidad del Oriente S.A.";"Electro Oriente S.A.";"/elor";"www.gob.pe/elor";"";"www.twitter.com/eloroficial";"www.instagram.com/elor.oficial/?hl=es-la";"";"www.youtube.com/channel/UCIzS_ctzKisZTm3OBQyB6UQ";""
425;"Empresa Regional de Servicio Público de Electricidad del Sur S. A.";"Electrosur S. A.";"/electrosur";"www.gob.pe/electrosur";"www.facebook.com/ELECTROSUR-SA-100156491552671";"";"";"";"";""
426;"Empresa Concesionaria de Electricidad de Ucayali S.A.";"Electro Ucayali";"/electroucayali";"www.gob.pe/electroucayali";"www.facebook.com/ElectroUcayaliSA";"www.twitter.com/ElectroUcayali";"www.instagram.com/electroucayalisa/";"www.linkedin.com/company/electro-ucayali/mycompany/";"www.youtube.com/@ElectroUcayaliSA";""
427;"Empresa de Electricidad del Perú S.A.";"ELECTROPERU";"/electroperu";"www.gob.pe/electroperu";"www.facebook.com/ElectroperuOficial";"www.twitter.com/ElectroperuSA";"www.instagram.com/museo_dela_electricidad";"www.linkedin.com/company/electroperu";"www.youtube.com/channel/UCuWO4T1Kop-e6vq9gehYQhg";""
428;"Petróleos del Perú";"PETROPERU";"/petroperu";"www.gob.pe/petroperu";"www.facebook.com/petroperu";"www.twitter.com/petroperu_sa";"www.instagram.com/petroperu_sa";"www.linkedin.com/company/petroperu";"www.youtube.com/user/canalpetroperu";""
429;"Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A";"Hidrandina";"/hidrandina";"www.gob.pe/hidrandina";"www.facebook.com/hidrandina/";"www.twitter.com/HidrandinaPeru";"www.instagram.com/hidrandina/";"www.linkedin.com/company/distriluz/";"www.youtube.com/hidrandinaoficial";""
430;"Empresa Regional de Servicio Público de Electricidad del Norte S.A.";"Electronorte S.A.";"/ensa";"www.gob.pe/ensa";"www.facebook.com/ElectronorteSA/";"www.twitter.com/EnsaServiluz";"www.instagram.com/electronortesa/";"www.linkedin.com/company/distriluz/mycompany/";"www.youtube.com/electronortesa";""
431;"Empresa de Servicio Público de Electricidad del Nor Oeste del Perú S.A.";"ENOSA";"/enosa";"www.gob.pe/enosa";"www.facebook.com/EnosaOficial/";"www.twitter.com/EnosaOficial";"www.instagram.com/electronoroeste/";"www.linkedin.com/company/electronoroeste/";"www.youtube.com/channel/UC-5L1sZ7PLvvEF4Lk8ZHiyQ";""
432;"Empresa Regional de Servicio Público de Electricidad del Centro S.A.";"ELECTROCENTRO";"/electrocentro";"www.gob.pe/electrocentro";"www.facebook.com/ElectrocentroPeru";"www.twitter.com/ElectrocentroSA";"www.instagram.com/electrocentro.s.a/";"";"www.youtube.com/channel/UCNvarlZaKr6qx-IaDg26iEw";"www.tiktok.com/@electrocentrosa"
433;"Empresa Nacional de la Coca S.A.";"ENACO S.A.";"/enaco";"www.gob.pe/enaco";"www.facebook.com/enaco.oficial/";"";"";"www.linkedin.com/company/enaco-s-a/";"www.youtube.com/channel/UC9RnTxbhrnWCgeiqapUFEXA";""
434;"Empresa Prestadora de Servicios de Saneamiento de Cajamarca S.A";"EPS Sedacaj S.A.";"/sedacaj";"www.gob.pe/sedacaj";"www.facebook.com/SedacajAgua";"";"";"";"";""
435;"Empresa Municipal de Servicio de Agua Potable y Alcantarillado de Huánuco S.A.";"Seda Huánuco S.A.";"/sedahuanuco";"www.gob.pe/sedahuanuco";"www.facebook.com/profile.php?id=100016172983626";"";"";"";"www.youtube.com/@sedahuanuco8041";""
436;"Eps Semapach S.A. (Eps Semapach S.A.)";"EPS SEMAPACH S.A.";"/eps-semapach-s-a-eps-semapach-s-a";"www.gob.pe/eps-semapach-s-a-eps-semapach-s-a";"www.facebook.com/Semapach/";"www.twitter.com/SSemapach";"";"";"";""
437;"Empresa Municipal de Servicio de Agua Potable y Alcantarillado de la Ciudad de Huaral - Emapa Huaral S. A.";"Emapa Huaral S. A.";"/emapahuaral";"www.gob.pe/emapahuaral";"www.facebook.com/huaralemapa/";"www.twitter.com/HuaralS";"www.instagram.com/emapahuaralsa";"";"www.youtube.com/channel/UCzaLLCoQ_KVwxWNugvUGtGg";""
